MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-00134-7503,1148-R1,9 MURRAY STREET,1,10007,40.713314,-74.007759,1,1,21,"1,001,446","1,001,347,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,27,"1,900","59,853","1,855,443",31,"8,890,001",149,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.1,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.25
1-00134-7505,1796-R1,25 MURRAY STREET,1,10007,40.713588,-74.008361,1,1,21,"1,001,451","1,001,347,505",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,75,"1,930","118,046","3,895,518",33,"18,700,005",158,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.1,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.25
1-00135-7501,25-R1,260 BROADWAY,1,10007,40.713696,-74.00672,1,1,21,"1,001,473","1,001,357,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R9-CONDOPS,65,"1,915","112,500","3,487,500",31,"13,395,000",119,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.15,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.25
1-00135-7504,1131-R1,270 BROADWAY,1,10007,40.714022,-74.006442,1,1,21,"1,079,153","1,001,357,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,87,"1,910","217,318","7,606,130",35,"36,400,003",167,1-00126-0027,38 MURRAY STREET,CIVIC CENTER,D5-ELEVATOR,392,"1,964","620,552","20,844,000",33.6,"99,800,000",161,0.15,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.25
1-00136-7502,1007-R1,38 WARREN STREET,1,10007,40.714489,-74.008643,1,1,21,"1,079,156","1,001,367,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,26,"1,900","50,165","1,555,115",31,"7,450,000",149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.25,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.25
1-00137-7503,1593-R1,92 WARREN STREET,1,10007,40.715507,-74.010894,1,1,21,"1,079,162","1,001,377,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,12,"1,920","30,062","931,922",31,"4,459,998",148,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.3,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.3
1-00140-7501,499-R1,165 CHAMBERS STREET,1,10007,40.716124,-74.010551,1,1,21,"1,066,317","1,001,407,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,83,"1,987","89,377","3,128,195",35,"14,999,999",168,1-00016-0210,399 CHAMBERS STREET,TRIBECA,D8-ELEVATOR,341,"1,998","357,000","13,358,015",37.4,"67,000,000",188,0.45,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0
1-00140-7502,594-R1,311 GREENWICH STREET,1,10013,40.716745,-74.010862,1,1,21,"1,075,706","1,001,407,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,80,"1,988","66,551","2,329,285",35,"11,199,991",168,1-00016-0210,399 CHAMBERS STREET,TRIBECA,D8-ELEVATOR,341,"1,998","357,000","13,358,015",37.4,"67,000,000",188,0.45,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0
1-00141-7504,996-R1,166 DUANE STREET,1,10013,40.717036,-74.009354,1,1,39,"1,001,531","1,001,417,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,30,"1,910","90,000","3,150,000",35,"15,100,000",168,1-00016-0210,399 CHAMBERS STREET,TRIBECA,D8-ELEVATOR,341,"1,998","357,000","13,358,015",37.4,"67,000,000",188,0.5,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.04
1-00142-7501,1507-R2,99 WARREN STREET,1,10007,40.715682,-74.011327,1,1,21,"1,087,170","1,001,427,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,220,"2,006","535,060","19,262,160",36,"96,599,995",181,1-00016-0210,399 CHAMBERS STREET,TRIBECA,D8-ELEVATOR,341,"1,998","357,000","13,358,015",37.4,"67,000,000",188,0.5,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.15
1-00142-7502,1629-R1,200 CHAMBERS STREET,1,10007,40.716863,-74.012207,1,1,21,"1,087,716","1,001,427,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,311,"2,005","314,373","11,317,428",36,"56,800,017",181,1-00016-0210,399 CHAMBERS STREET,TRIBECA,D8-ELEVATOR,341,"1,998","357,000","13,358,015",37.4,"67,000,000",188,0.5,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.15
1-00143-7501,328-R1,8 JAY STREET,1,10013,40.718005,-74.00965,1,1,39,"1,001,556","1,001,437,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R9-CONDOPS,13,"1,915","19,882","616,342",31,"2,820,000",142,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.25,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.25
1-00144-7502,1597-R1,36 HUDSON STREET,1,10013,40.717052,-74.009083,1,1,33,"1,001,562","1,001,447,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,12,"1,910","27,928","865,768",31,"4,150,004",149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.2,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.2
1-00145-7504,668-R1,97 READE STREET,1,10013,40.715642,-74.008019,1,1,21,"1,001,589","1,001,457,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,20,"1,920","24,992","774,752",31,"3,709,996",148,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.2,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.2
1-00146-7501,715-R1,96 READE STREET,1,10013,40.715683,-74.008073,1,1,33,"1,083,078","1,001,467,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,21,"1,895","26,050","807,550",31,"3,870,001",149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.15
1-00147-7508,1702-R1,52 THOMAS STREET,1,10013,40.716704,-74.007063,1,1,33,"1,001,619","1,001,477,508",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,20,"1,915","35,900","1,112,900",31,"5,329,998",148,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.15
1-00147-7509,1816-R1,137 DUANE STREET,1,10013,40.716281,-74.007691,1,1,33,"1,001,607","1,001,477,509",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,19,"1,915","45,510","1,410,810",31,"6,760,000",149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.15
1-00171-7501,32-R1,356 BROADWAY,1,10013,40.717154,-74.003773,1,1,31,"1,001,843","1,001,717,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,18,"1,915","20,000","600,000",30,"2,869,998",143,1-00097-0024,225 FRONT STREET,SOUTHBRIDGE,C7-WALK-UP,12,"1,900","15,400","654,000",42.5,"3,280,000",213,0.65,1-00097-0030,36 PECK SLIP,SOUTHBRIDGE,C7-WALK-UP,12,"1,900","17,475","732,000",41.9,"3,670,000",210,0.65
1-00171-7502,1074-R1,354 BROADWAY,1,10013,40.717088,-74.003827,1,1,31,"1,001,839","1,001,717,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,12,"1,900","41,204","1,370,000",33.2,"6,560,001",159,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.05,1-00875-0003,239 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,46,"1,911","51,122","1,580,157",30.9,"7,570,000",148,1.65
1-00172-7501,730-R1,374 BROADWAY,1,10013,40.717849,-74.003182,1,1,31,"1,001,866","1,001,727,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,163,"1,990","126,500","4,048,001",32,"19,400,011",153,1-00170-0020,95 WORTH STREET,CIVIC CENTER,D6-ELEVATOR,338,"2,001","364,721","13,821,661",37.9,"69,300,000",190,0.1,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.4
1-00172-7502,1433-R1,81 WHITE STREET,1,10013,40.717566,-74.002139,1,1,31,"1,087,055","1,001,727,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,11,"1,915","28,500","860,000",30.2,"4,120,001",145,1-00310-0027,35 ESSEX STREET,LOWER EAST SIDE,D5-ELEVATOR,31,"1,910","31,536","1,046,003",33.2,"5,010,000",159,0.65,1-00348-0040,90 CLINTON STREET,LOWER EAST SIDE,D6-ELEVATOR,39,"1,900","38,498","1,255,601",32.6,"6,010,000",156,0.9
1-00173-7501,1157-R1,66 LEONARD STREET,1,10013,40.717549,-74.005523,1,1,33,"1,001,877","1,001,737,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,47,"1,900","132,423","4,767,228",36,"23,899,997",180,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.1,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.4
1-00173-7502,1434-R1,65 WORTH STREET,1,10013,40.716926,-74.005905,1,1,33,"1,079,275","1,001,737,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,30,"1,920","89,678","2,690,340",30,"12,900,001",144,1-00170-0020,95 WORTH STREET,CIVIC CENTER,D6-ELEVATOR,338,"2,001","364,721","13,821,661",37.9,"69,300,000",190,0.1,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.25
1-00175-7503,711-R1,55 WHITE STREET,1,10013,40.718425,-74.003932,1,1,33,"1,001,935","1,001,757,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,17,"1,860","32,939","895,000",27.2,"4,289,999",130,1-00135-0014,102 CHAMBERS STREET,CIVIC CENTER,C7-WALK-UP,23,"1,920","32,800","1,455,551",44.4,"7,300,000",223,0.3,1-00174-0007,75 LEONARD STREET,CIVIC CENTER,C7-WALK-UP,18,"1,920","23,072","750,212",32.5,"3,590,000",156,0.05
1-00175-7504,1108-R1,90 FRANKLIN STREET,1,10013,40.718137,-74.005004,1,1,33,"1,001,924","1,001,757,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R4-ELEVATOR,24,"1,915","98,891","3,560,000",36,"17,900,000",181,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.15,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.3
1-00178-7502,932-R1,211 WEST BROADWAY,1,10013,40.718941,-74.006522,1,1,33,"1,079,278","1,001,787,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CIVIC CENTER,R2-WALK-UP,11,"1,915","24,985","624,000",24.97,"2,710,000",108,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.15
1-00179-7506,1196-R1,14 LEONARD STREET,1,10013,40.71874,-74.008124,1,1,33,"1,001,998","1,001,797,506",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,31,"1,915","88,615","2,259,000",25.5,"9,810,000",111,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","26,815","708,000",26.4,"3,070,000",114,0.15
1-00180-7502,198-R1,67 HUDSON STREET,1,10013,40.718038,-74.008932,1,1,39,"1,002,045","1,001,807,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,20,"1,915","20,750","622,500",30,"2,980,001",144,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.25,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.3
1-00188-7502,1063-R1,387 GREENWICH STREET,1,10013,40.720285,-74.010144,1,1,39,"1,002,124","1,001,887,502",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,36,"1,915","86,451","2,939,334",34,"14,100,000",163,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,"1,905","59,488","1,607,641",27,"7,700,000",129,0.8,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.15
1-00188-7503,1155-R1,53 NORTH MOORE STREET,1,10013,40.720006,-74.009008,1,1,39,"1,002,127","1,001,887,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,46,"1,910","83,020","2,822,680",34,"13,500,003",163,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.15,,,,,,,,,,,,
1-00189-7501,229-R1,220 WEST BROADWAY,1,10013,40.719246,-74.006313,1,1,33,"1,002,154","1,001,897,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R9-CONDOPS,24,"1,915","52,735","1,338,414",25.4,"6,130,000",116,1-00239-0008,84 ELIZABETH STREET,CHINATOWN,C7-WALK-UP,25,"1,910","10,200","235,422",23.08,"1,020,000",100,0.55,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.2
1-00189-7502,430-R1,104 HUDSON STREET,1,10013,40.719394,-74.008669,1,1,33,,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,14,"1,921","40,581","1,156,558",28.5,"5,540,001",137,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.4,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.2
1-00189-7507,1052-R1,132 FRANKLIN STREET,1,10013,40.71916,-74.007201,1,1,33,"1,002,128","1,001,897,507",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,13,"1,915","53,468","1,657,500",31,"7,940,002",149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.2,1-00201-0014,174 CANAL STREET,CHINATOWN,C7-WALK-UP,28,"1,910","19,155","602,928",31.5,"2,890,000",151,0.55
1-00189-7508,1061-R1,38 NORTH MOORE STREET,1,10013,40.719879,-74.007929,1,1,33,"1,002,142","1,001,897,508",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R9-CONDOPS,11,"1,915","18,315","503,662",27.5,"2,310,000",126,1-00174-0007,75 LEONARD STREET,CIVIC CENTER,C7-WALK-UP,18,"1,920","23,072","750,212",32.5,"3,590,000",156,0.2,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,"1,910","20,200","708,000",35,"3,390,000",168,0.2
1-00190-7503,956-R1,31 NORTH MOORE STREET,1,10013,40.719868,-74.007652,1,1,33,"1,002,161","1,001,907,503",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,23,"1,915","86,900","2,780,800",32,"12,999,997",150,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,"1,905","59,488","1,607,641",27,"7,700,000",129,0.75,1-00468-0001,87 3 AVENUE,EAST VILLAGE,D7-ELEVATOR,121,"1,930","92,304","4,292,514",46.5,"21,500,000",233,1.35
1-00190-7504,1045-R1,27 NORTH MOORE STREET,1,10013,40.719855,-74.007486,1,1,33,"1,002,167","1,001,907,504",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,57,"1,905","150,010","4,875,000",32.5,"23,399,999",156,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.3,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.35
1-00190-7505,1181-R1,25 NORTH MOORE STREET,1,10013,40.719847,-74.007403,1,1,33,"1,002,160","1,001,907,505",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,33,"1,924","119,996","4,439,852",37,"22,300,003",186,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.35,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,"1,905","59,488","1,607,641",27,"7,700,000",129,0.75
1-00190-7506,2009-R1,124 HUDSON STREET,1,10013,40.720143,-74.008539,1,1,33,"1,002,166","1,001,907,506",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,26,"2,000","68,033","2,551,237",37.5,"12,799,997",188,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.15,1-00097-0018,217 FRONT STREET,SOUTHBRIDGE,D7-ELEVATOR,32,"2,004","40,000","1,601,000",40,"8,030,000",201,0.95
1-00193-7501,120-R1,395 BROADWAY,1,10013,40.71845,-74.002702,1,1,33,"1,002,221","1,001,937,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,64,"1,915","119,640","3,828,480",32,"18,299,998",153,1-00860-0022,119 MADISON AVENUE,MURRAY HILL,D7-ELEVATOR,112,"1,938","111,457","3,547,032",31.8,"17,000,000",153,2.1,1-00878-0004,295 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,190,"1,900","145,299","5,747,773",39.6,"28,800,000",198,1.7
1-00193-7509,1624-R1,51 WALKER STREET,1,10013,40.719012,-74.003398,1,1,33,"1,087,528","1,001,937,509",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,15,"2,005","34,587","1,452,654",42,"7,290,000",211,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,"1,999","139,697","6,496,079",46.5,"32,600,000",233,0.2,1-00407-0047,527 EAST 13 STREET,ALPHABET CITY,D3-ELEVATOR,46,"2,002","30,893","1,499,152",48.5,"7,520,000",243,1.45
1-00202-7501,222-R1,50 BAYARD STREET,1,10013,40.715258,-73.997414,3,1,29,"1,002,434","1,002,027,501",Chinatown                                                                  ,CHINATOWN,R4-ELEVATOR,167,"1,985","163,160","4,895,000",30,"23,400,042",143,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.7,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.65
1-00204-7501,1509-R1,158 HESTER STREET,1,10013,40.717711,-73.996681,2,1,41,"1,087,278","1,002,047,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,61,"2,004","60,962","2,164,151",35.5,"10,399,998",171,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,"2,001","75,953","3,102,000",40.8,"15,600,000",205,0.4,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.65
1-00206-7501,1791-R1,123 BAXTER STREET,1,10013,40.718161,-73.998918,2,1,41,"1,086,548","1,002,067,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,23,"2,003","46,545","1,861,000",40,"9,330,000",200,1-00385-0014,218 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,61,"2,002","48,553","2,122,652",43.7,"10,600,000",218,0.9,,,,,,,,,,,,
1-00208-7501,1385-R1,129 LAFAYETTE STREET,1,10013,40.718897,-74.000094,2,1,45,"1,002,673","1,002,087,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,CHINATOWN,R4-ELEVATOR,27,"1,900","70,649","2,296,095",32.5,"11,000,003",156,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,"2,001","75,953","3,102,000",40.8,"15,600,000",205,0.55,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,"1,900","26,712","827,938",31,"3,970,000",149,0.45
1-00212-7501,44-R1,260 WEST BROADWAY,1,10013,40.720404,-74.00544,1,1,33,"1,002,740","1,002,127,501",SoHo-TriBeCa-Civic Center-Little Italy                                     ,TRIBECA,R4-ELEVATOR,50,"1,915","122,640","3,801,840",31,"18,199,997",148,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,"1,997","130,568","4,762,369",36.5,"23,900,000",183,0.4,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,"1,921","138,600","4,064,024",29.3,"19,500,000",141,0.5
